iter	Passed	Remaining
477	691	755
478	694	754
479	696	754
480	698	754
481	701	753
482	703	753
483	706	753
484	708	752
485	711	752
486	713	751
487	736	773
488	739	772
489	742	772
490	744	771
491	747	771
492	749	770
493	752	770
494	754	769
495	756	769
496	759	768
497	761	767
498	764	767
499	783	783
500	786	782
501	788	781
502	790	780
503	792	779
504	794	778
505	797	778
506	799	777
507	801	776
508	804	775
509	806	774
510	808	773
511	810	772
512	817	776
513	820	775
514	822	774
515	828	776
516	829	775
517	831	773
518	832	771
519	834	770
520	838	770
521	840	769
522	841	767
523	852	774
524	854	773
525	862	776
526	864	775
527	866	774
528	868	773
529	869	771
530	871	769
531	872	767
532	873	765
533	874	763
534	875	761
535	877	759
536	878	757
537	879	755
538	881	753
539	882	751
540	883	749
541	884	747
542	886	745
543	887	743
544	890	743
545	891	741
546	892	739
547	893	737
548	895	735
549	896	733
550	897	731
551	898	729
552	900	728
553	902	726
554	903	724
555	905	723
556	907	721
557	908	719
558	910	717
559	911	715
560	912	713
561	913	712
562	914	710
563	915	708
564	917	706
565	918	704
566	919	702
567	921	700
568	922	698
569	923	696
570	924	694
571	926	692
572	927	691
573	928	689
574	929	687
575	931	685
576	932	683
577	933	681
578	934	679
579	936	677
580	937	676
581	938	674
582	939	672
583	941	670
584	942	668
585	943	666
586	944	664
587	945	662
588	948	661
589	949	659
590	950	657
591	951	656
592	953	654
593	954	652
594	955	650
595	956	648
596	958	646
597	959	644
598	960	642
599	961	641
600	962	639
601	964	637
602	965	635
603	966	633
604	967	631
605	969	630
606	970	628
607	971	626
608	972	624
609	974	622
610	975	621
611	976	619
612	977	617
613	979	615
614	980	613
615	981	611
616	982	610
617	984	608
618	985	606
619	986	604
620	987	602
621	988	600
622	990	599
623	991	597
624	992	595
625	993	593
626	994	591
627	996	590
628	997	588
629	998	586
630	1000	584
631	1001	583
632	1002	581
633	1003	579
634	1005	577
635	1006	575
636	1007	574
637	1008	572
638	1009	570
639	1011	568
640	1012	566
641	1013	565
642	1014	563
643	1015	561
644	1017	559
645	1018	558
646	1019	556
647	1020	554
648	1022	552
649	1023	551
650	1024	549
651	1025	547
652	1026	545
653	1028	543
654	1029	542
655	1030	540
656	1031	538
657	1033	536
658	1034	535
659	1035	533
660	1036	531
661	1037	529
662	1039	528
663	1040	526
664	1041	524
665	1042	522
666	1044	521
667	1045	519
668	1046	517
669	1047	516
670	1049	514
671	1050	512
672	1051	510
673	1052	509
674	1054	507
675	1055	505
676	1056	504
677	1057	502
678	1059	500
679	1060	498
680	1061	497
681	1062	495
682	1063	493
683	1065	492
684	1066	490
685	1067	488
686	1068	486
687	1069	484
688	1070	483
689	1071	481
690	1072	479
691	1073	477
692	1074	475
693	1075	474
694	1076	472
695	1077	470
696	1077	468
697	1078	466
698	1079	465
699	1080	463
700	1081	461
701	1082	459
702	1083	457
703	1084	456
704	1085	454
705	1086	452
706	1087	450
707	1088	449
708	1089	447
709	1090	445
710	1091	443
711	1092	441
712	1093	440
713	1094	438
714	1095	436
715	1096	434
716	1097	433
717	1098	431
718	1099	429
719	1100	427
720	1101	426
721	1102	424
722	1103	422
723	1104	421
724	1105	419
725	1106	417
726	1107	415
727	1108	414
728	1109	412
729	1110	410
730	1111	408
731	1112	407
732	1113	405
733	1116	404
734	1118	403
735	1120	401
736	1122	400
737	1124	399
738	1125	397
739	1126	395
740	1128	394
741	1129	392
742	1130	390
743	1131	389
744	1132	387
745	1133	385
746	1134	384
747	1135	382
748	1136	380
749	1137	379
750	1138	377
751	1139	375
752	1140	373
753	1140	372
754	1141	370
755	1142	368
756	1143	367
757	1144	365
758	1145	363
759	1146	362
760	1147	360
761	1148	358
762	1149	357
763	1150	355
764	1151	353
765	1152	352
766	1153	350
767	1154	348
768	1155	347
769	1156	345
770	1157	343
771	1158	342
772	1159	340
773	1160	338
774	1161	337
775	1161	335
776	1163	333
777	1163	332
778	1164	330
779	1165	328
780	1166	327
781	1167	325
782	1168	323
783	1169	322
784	1170	320
785	1171	319
786	1172	317
787	1173	315
788	1174	314
789	1175	312
790	1176	310
791	1177	309
792	1178	307
793	1179	306
794	1180	304
795	1181	302
796	1182	301
797	1183	299
798	1184	297
799	1185	296
800	1186	294
801	1187	293
802	1188	291
803	1189	290
804	1190	288
805	1191	286
806	1192	285
807	1193	283
808	1194	282
809	1195	280
810	1196	278
811	1197	277
812	1198	275
813	1199	274
814	1200	272
815	1201	270
816	1202	269
817	1202	267
818	1204	266
819	1205	264
820	1205	262
821	1206	261
822	1207	259
823	1208	258
824	1209	256
825	1210	255
826	1211	253
827	1212	251
828	1213	250
829	1214	248
830	1215	247
831	1216	245
832	1217	244
833	1218	242
834	1219	240
835	1220	239
836	1221	237
837	1222	236
838	1223	234
839	1224	233
840	1225	231
841	1226	230
842	1227	228
843	1228	227
844	1229	225
845	1230	223
846	1231	222
847	1232	220
848	1233	219
849	1235	218
850	1237	216
851	1238	215
852	1238	213
853	1239	211
854	1240	210
855	1241	208
856	1242	207
857	1243	205
858	1244	204
859	1245	202
860	1246	201
861	1247	199
862	1248	198
863	1249	196
864	1250	195
865	1251	193
866	1252	192
867	1253	190
868	1254	189
869	1255	187
870	1256	186
871	1257	184
872	1258	183
873	1259	181
874	1260	180
875	1261	178
876	1262	177
877	1263	175
878	1264	174
879	1265	172
880	1266	171
881	1266	169
882	1267	168
883	1268	166
884	1269	165
885	1270	163
886	1271	162
887	1272	160
888	1273	159
889	1274	157
890	1275	156
891	1276	154
892	1277	153
893	1278	151
894	1279	150
895	1280	148
896	1281	147
897	1282	145
898	1283	144
899	1284	142
900	1285	141
901	1286	139
902	1287	138
903	1288	136
904	1289	135
905	1290	133
906	1291	132
907	1292	130
908	1293	129
909	1294	128
910	1295	126
911	1296	125
912	1297	123
913	1298	122
914	1299	120
915	1300	119
916	1301	117
917	1301	116
918	1302	114
919	1303	113
920	1306	112
921	1308	110
922	1309	109
923	1310	107
924	1311	106
925	1312	104
926	1312	103
927	1313	101
928	1314	100
929	1315	99
930	1316	97
931	1317	96
932	1318	94
933	1319	93
934	1320	91
935	1321	90
936	1322	88
937	1323	87
938	1324	86
939	1325	84
940	1325	83
941	1326	81
942	1327	80
943	1328	78
944	1329	77
945	1330	75
946	1331	74
947	1332	73
948	1333	71
949	1334	70
950	1335	68
951	1336	67
952	1337	65
953	1338	64
954	1339	63
955	1340	61
956	1341	60
957	1342	58
958	1343	57
959	1344	56
960	1345	54
961	1346	53
962	1347	51
963	1348	50
964	1349	48
965	1350	47
966	1351	46
967	1352	44
968	1353	43
969	1354	41
970	1355	40
971	1356	39
972	1357	37
973	1358	36
974	1359	34
975	1360	33
976	1361	32
977	1362	30
978	1363	29
979	1364	27
980	1365	26
981	1366	25
982	1367	23
983	1368	22
984	1369	20
985	1370	19
986	1373	18
987	1374	16
988	1375	15
989	1377	13
990	1378	12
991	1381	11
992	1384	9
993	1389	8
994	1390	6
995	1392	5
996	1396	4
997	1398	2
998	1400	1
999	1402	0
